nct_id,brief_title,phase,phase_simple,overall_status,enrollment,lead_sponsor,company,sponsor_scale,is_industry,is_big_pharma,arm_structure,n_arms,comparator_B,experimental_A,targets,modalities,biomarkers_pipeline,tme_relevant,is_combination,HER2,CLDN18.2,MSI-H/dMMR,PD-L1_CPS,EBV,first_line,later_line,biomarker_selected,biomarker_detail,elig_summary
NCT05989724,A First-in-Human Study of SON-DP in Participants With Relapsed/Refractory Intolerant to Standard of Care Therapies for Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,UNKNOWN,150,Qurgen Inc.,Qurgen,2,1,0,multi_experimental,15,son-dp,son-dp,,,MET,0,1,0,0,0,0,0,0,0,0,,
NCT06005493,Study of AZD5863 in Adult Participants With Advanced or Metastatic Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,280,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,2,azd5863,azd5863,CLDN18.2,Bispecific Antibody,CLDN18.2,1,1,0,1,0,0,1,0,0,1,"CLDN18.2+, EBV+",metastatic · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06008054,"A Study of SI-B003, BL-B01D1+SI-B003 and BL-B01D1+PD-1 Monoclonal Antibody in Patients With Locally Advanced or Metastatic Esophageal Cancer, Gastric Cancer, Colorectal Cancer and Other Gastrointestinal Tumors",PHASE2,Phase 2,RECRUITING,376,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-b01d1;pd-1 monoclonal antibody;si-b003,bl-b01d1;pd-1 monoclonal antibody;si-b003,PD-1,Bispecific Antibody,,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06010862,Clinical Study of CEA-targeted CAR-T Therapy for CEA-positive Advanced/Metastatic Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,36,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cea car-t cells,cea car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06038578,A Study of TRK-950 When Used in Combination With Ramucirumab and Paclitaxel in Patients With Gastric Cancer,PHASE2,Phase 2,RECRUITING,146,"Toray Industries, Inc",Toray Industries,4,1,0,active_comparator,3,paclitaxel;ramucirumab,paclitaxel;ramucirumab;trk-950,VEGF/VEGFR,Monoclonal Antibody,CAPRIN-1;HER2;MET,1,1,1,0,0,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST)
NCT06043466,A Clinical Trial Targeting CEA Chimeric Antigen Receptor T (CAR-T) for CEA Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,30,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,single_arm,1,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,ALK;BRAF;CEA;MET;NTRK;PD-L1;RET;ROS1,1,1,0,0,0,1,0,1,1,1,PD-L1+,metastatic · 1st-line · squamous · measurable (RECIST) · ECOG 0
NCT06047379,"Safety and Efficacy of NEO212 in Patients With Astrocytoma IDH-mutant, Glioblastoma IDH-wildtype or Brain Metastasis",PHASE1;PHASE2,Phase 2,RECRUITING,134,"Neonc Technologies, Inc.",Neonc Technologies,4,1,0,multi_experimental,8,neo212 oral capsule,bevacizumab;carboplatin;folfiri protocol;ipilimumab;neo212 oral capsule;nivolumab;paclitaxel;pembrolizumab;regorafenib,,Small Molecule,,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06055439,"A Phase 1/2 Study to Evaluate CHM-2101, an Autologous Cadherin 17 Chimeric Antigen Receptor (CAR) T Cell Therapy",PHASE1;PHASE2,Phase 2,RECRUITING,135,Chimeric Therapeutics,Chimeric Therapeutics,2,1,0,single_arm,1,chm-2101 car-t cells,chm-2101 car-t cells,CDH17,CAR-T,,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST) · ECOG 1
NCT06093425,"Combination of Osemitamab (TST001), Pembrolizumab and Chemotherapy as First-line Therapy in Advanced or Metastatic GC/GEJ Adenocarcinoma",PHASE3,Phase 3,NOT_YET_RECRUITING,820,"Transcenta Therapeutics (Hangzhou) Co., Ltd.",Transcenta Therapeutics (Hangzhou),8,1,0,active_comparator,2,pembrolizumab and either capcecitabine + oxaliplatin or oxaliplatin+leucovorin + 5-fluorouracil,,PD-1,Monoclonal Antibody,CLDN18.2;Claudin18.2;PD-L1,1,0,0,1,0,1,0,1,0,1,"CLDN18.2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06109467,Neratinib In Combination With Chemotherapy/Trastuzumab/Pembrolizumab In HER2 Gastroesophageal Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,8,H. Lee Moffitt Cancer Center and Research Institute,H. Lee Moffitt Cancer Center and Research Institute,228,0,0,single_arm,1,5-fluorouracil + leucovorin;neratinib;oxaliplatin;pembrolizumab;trastuzumab,5-fluorouracil + leucovorin;neratinib;oxaliplatin;pembrolizumab;trastuzumab,HER2,Small Molecule,HER2,0,1,1,0,0,0,0,1,0,1,HER2+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06116136,A Study to Evaluate the Safety and the Activity of S095029 as Part of Combination Therapy in Advanced Gastroesophageal Junction/Gastric Cancers.,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,48,Servier Bio-Innovation LLC,Servier,42,1,1,single_arm,1,pembrolizumab;s095029,pembrolizumab;s095029,NKG2A,Monoclonal Antibody,MMR;MSI;MSI-H;dMMR,1,1,0,0,1,1,0,0,0,1,"MSI-H/dMMR, PD-L1+",metastatic · adenoca.
NCT06123338,A Study of Pembrolizumab With Trastuzumab and Chemotherapy in People With Esophagogastric Cancer,PHASE2,Phase 2,RECRUITING,49,Memorial Sloan Kettering Cancer Center,Memorial Sloan Kettering Cancer Center,411,0,1,single_arm,1,capecitabine;docetaxel;fluorouracil;nutrition questionnaires (optional);oxaliplatin;pembrolizumab;stool and saliva samples (optional);trastuzumab,capecitabine;docetaxel;fluorouracil;nutrition questionnaires (optional);oxaliplatin;pembrolizumab;stool and saliva samples (optional);trastuzumab,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,1,0,0,0,1,"HER2+, PD-L1+",metastatic · adenoca.
NCT06123494,SHR-A1811 for Subjects With Her2-positive Gastric Cancer and Gastroesophageal Junction Adenocarcinoma After Progression on or After First-line Anti-HER2 Therapy-containing Regimen,PHASE3,Phase 3,RECRUITING,360,"Jiangsu HengRui Medicine Co., Ltd.",Hengrui,312,1,0,active_comparator,2,ramucirumab / paclitaxel/ docetaxel/ irinotecan,shr-a1811,HER2,ADC,HER2,1,1,1,0,0,0,0,1,0,1,HER2+,metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06126406,Clinical Study of CEA Targeting Chimeric Antigen Receptor T Lymphocytes（CAR-T） for CEA Positive Advanced Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,60,"Chongqing Precision Biotech Co., Ltd",Chongqing Precision Biotech,41,1,0,multi_experimental,2,cea-targeted car-t cells,cea-targeted car-t cells,CEA,CAR-T,CEA,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · measurable (RECIST) · ECOG 0
NCT06131840,A Study of SGN-CEACAM5C in Adults With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,914,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,multi_experimental,6,pf-08046050,5-fluorouracil (5-fu);bevacizumab;leucovorin (lv);oxaliplatin;pf-08046050,CEA,ADC,CEACAM5;PD-L1;genomic,1,1,0,0,0,1,0,0,1,1,PD-L1+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06147037,"A Phase 1, Dose-escalation Study of [225Ac]-FPI-2068 in Adult Patients With Advanced Solid Tumours",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,13,AstraZeneca,AstraZeneca,780,1,1,single_arm,1,[111in]-fpi-2107;[225ac]-fpi-2068;fpi-2053,[111in]-fpi-2107;[225ac]-fpi-2068;fpi-2053,,Bispecific Antibody,,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06155383,Perioperative Disitamab Vedotin Plus Toripalimab and XELOX in Gastric or Gastroesophageal Junction Adenocarcinoma.,PHASE2,Phase 2,RECRUITING,90,"RemeGen Co., Ltd.",RemeGen,51,1,0,active_comparator,3,capecitabine;oxaliplatin,capecitabine;disitamab vedotin;oxaliplatin;toripalimab,PD-1,Monoclonal Antibody,HER2;MET;PD-L1,1,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca.
NCT06157892,A Study of Disitamab Vedotin With Other Anticancer Drugs in Solid Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,54,"Seagen, a wholly owned subsidiary of Pfizer",Pfizer,687,1,1,multi_experimental,7,disitamab vedotin;tucatinib,disitamab vedotin;tucatinib,HER2,Small Molecule,HER2;PD-L1,0,1,1,0,0,1,0,0,1,1,"HER2+, PD-L1+",metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06172478,A Study of HER3-DXd in Subjects With Locally Advanced or Metastatic Solid Tumors,PHASE2,Phase 2,RECRUITING,740,Daiichi Sankyo,Daiichi Sankyo,178,1,1,single_arm,1,her3-dxd,her3-dxd,HER3,ADC,ALK;BRAF;CLDN18.2;ER;HER2;HER3;KRAS;MET;MMR;MSI;NTRK;PD-L1;RET;ROS1;genomic,1,1,1,1,1,1,0,1,1,1,"HER2+, CLDN18.2+, MSI-H/dMMR, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT06177041,"M108 Plus CAPOX Versus Placebo Plus CAPOX as First-line Treatment for Claudin (CLDN) 18.2-Positive, HER2-Negative, PD-L1 CPS<5, Locally Advanced Unresectable or Metastatic Gastric or Gastroesophageal Junction (GEJ) Adenocarcinoma.",PHASE3,Phase 3,RECRUITING,486,"FutureGen Biopharmaceutical (Beijing) Co., Ltd",FutureGen Biopharmaceutical (Beijing),6,1,0,placebo_comparator,2,capecitabine;oxaliplatin,capecitabine;m108 monoclonal antibody;oxaliplatin,CLDN18,Monoclonal Antibody,CLDN18.2;HER2;PD-L1,1,1,1,1,0,1,0,0,0,1,"HER2+, CLDN18.2+, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT06219941,AZD0901 in Participants With Advanced Solid Tumours Expressing Claudin18.2,PHASE2,Phase 2,RECRUITING,226,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,3,azd0901,azd0901;fluorouracil;gemcitabine;irinotecan;l-leucovorin;leucovorin;nanoliposomal irinotecan,CLDN18.2,ADC,CLDN18.2;HER2,1,1,1,1,0,0,0,0,0,1,"HER2+, CLDN18.2+",metastatic · adenoca. · measurable (RECIST)
NCT06221748,DV Combined With Cadonilimab in Subjects With HER2-expressing Gastric Cancer and Gastroesophageal Junction Adenocarcinoma After Progression on First-line Therapy,PHASE2;PHASE3,Phase 3,RECRUITING,90,"RemeGen Co., Ltd.",RemeGen,51,1,0,multi_experimental,3,,cadonilimab injection;disitamab vedotin injection;paclitaxel injection,HER2,ADC,HER2;PD-L1,1,1,1,0,0,1,0,1,0,1,"HER2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06239194,Dose Escalation and Dose Expansion Study of MDX2001 in Patients With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,RECRUITING,285,"ModeX Therapeutics, An OPKO Health Company","ModeX Therapeutics, An OPKO Health",3,1,0,multi_experimental,4,mdx2001,mdx2001,CD3,Bispecific Antibody,MET;TROP2,1,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06242470,A Study of MGC026 in Participants With Advanced Solid Tumors,PHASE1,Phase 1,RECRUITING,250,MacroGenics,MacroGenics,29,1,0,multi_experimental,12,,mgc026 dose escalation;mgc026 dose for expansion,,,,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06245356,Safety of Trifluridine/Tipiracil in Patients With Dihydropyrimidine Dehydrogenase Deficiency Diagnosed With Metastatic Colorectal or Gastroesophageal Cancer,PHASE2,Phase 2,RECRUITING,73,UNICANCER,UNICANCER,64,0,1,multi_experimental,2,oxaliplatin;trifluridine/tipiracil,,EGFR,Monoclonal Antibody,RAS,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST)
NCT06247956,Study of SHR-8068 Combined With Adebrelimab and Platinum-containing Chemotherapy in the Treatment of Advanced Gastric and Esophageal Cancer,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,153,"Suzhou Suncadia Biopharmaceuticals Co., Ltd.",Suzhou Suncadia Biopharmaceuticals,86,1,0,active_comparator,2,adebrelimab;oxaliplatin;capecitabine tablets;paclitaxel injection;cisplatin injection,shr-8068;adebrelimab;oxaliplatin;capecitabine tablets;paclitaxel injection;cisplatin injection,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06253871,A Phase 1/1b Study of IAM1363 in HER2 Cancers,PHASE1,Phase 1,RECRUITING,383,"Iambic Therapeutics, Inc",Iambic Therapeutics,1,1,0,single_arm,1,iam1363,iam1363,HER2,Small Molecule,HER2,0,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · measurable (RECIST)
NCT06256328,A Study to Investigate the Efficacy and Safety of ONO-4578 in Combination With Nivolumab and Chemotherapy in Chemotherapy-naïve Participants With HER2-negative Unresectable Advanced or Recurrent Gastric Cancer (Including Esophagogastric Junction Cancer),PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,226,"Ono Pharmaceutical Co., Ltd.",Ono Pharmaceutical,44,1,0,placebo_comparator,2,capecitabine;nivolumab;oxaliplatin;s-1,capecitabine;nivolumab;ono-4578;oxaliplatin;s-1,PD-1,Monoclonal Antibody,HER2;PD-L1,1,1,1,0,0,0,0,1,0,1,HER2+,metastatic · 1st-line · adenoca.
NCT06257264,A Study to Examine the Safety of Different Doses of BG-68501 Given to Participants With Advanced-Stage Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,103,BeiGene,BeiGene/BeOne,149,1,1,multi_experimental,5,bg-68501,bg-68501;bgb-43395;fulvestrant,CDK2,Small Molecule,HER2,0,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca. · measurable (RECIST)
NCT06266299,A Study of KK2269 in Adult Participants With Solid Tumors,PHASE1,Phase 1,RECRUITING,101,"Kyowa Kirin Co., Ltd.",Kyowa Kirin,63,1,0,multi_experimental,2,kk2269,docetaxel;kk2269,CD40,Bispecific Antibody,EPCAM,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · measurable (RECIST) · ECOG 0
NCT06271837,A Study of T-DXd as Monotherapy or in Combination With Anti-cancer Agents in Patients With Selected HER2-expressing Tumors,PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,127,AstraZeneca,AstraZeneca,780,1,1,multi_experimental,4,trastuzumab deruxtecan,bevacizumab;trastuzumab deruxtecan,VEGF/VEGFR,Monoclonal Antibody,HER2,1,1,1,0,0,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST)
NCT06283121,A Clinical Study of BioTTT001 in Combination With SOX and Toripalimab in Patients With Gastric Cancer,PHASE2,Phase 2,NOT_YET_RECRUITING,30,"China Medical University, China","China Medical University, China",4,0,0,single_arm,1,SOX;biottt001 intraperitoneal infusion;toripalimab,SOX;biottt001 intraperitoneal infusion;toripalimab,,Oncolytic Virus,HER2,1,1,1,0,0,0,0,0,0,1,HER2−,metastatic · measurable (RECIST) · ECOG 0
NCT06293898,Open Label Study to Evaluate BL-M07D1 in HER2 Expressing Malignant Solid Tumors,PHASE1,Phase 1,RECRUITING,280,SystImmune Inc.,SystImmune,7,1,0,multi_experimental,3,bl-m07d1,bl-m07d1,HER2,ADC,HER2;MET;PD-L1,1,1,1,0,0,1,0,0,1,1,"HER2+, PD-L1+",metastatic · 2nd-line+ · squamous · measurable (RECIST) · ECOG 0-1
NCT06296706,A Clinical Study of Docetaxel for Injection (Albumin-bound) in Patients With Gastric Cancer,PHASE3,Phase 3,RECRUITING,630,"CSPC ZhongQi Pharmaceutical Technology Co., Ltd.",CSPC ZhongQi Pharmaceutical Technology,92,1,0,active_comparator,2,taxotere (docetaxel),docetaxel for injection (albumin-bound),Tubulin,Small Molecule,MMR;MSI;MSI-H;dMMR,0,1,0,0,1,1,0,1,0,1,"MSI-H/dMMR, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06298916,64Cu-LNTH-1363S in Patients With Sarcoma or Gastrointestinal Tract Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,26,Lantheus Medical Imaging,Lantheus Medical Imaging,4,1,0,multi_experimental,2,64cu-lnth-1363s,64cu-lnth-1363s,FAP,Radiopharmaceutical,FAP,0,1,0,0,0,0,0,0,0,0,,metastatic
NCT06324357,Beamion BCGC-1: A Study to Find a Suitable Dose of Zongertinib Used Alone and in Combination With Other Treatments to Test Whether it Helps People With Different Types of HER2+ Cancer That Has Spread,PHASE1;PHASE2,Phase 2,RECRUITING,768,Boehringer Ingelheim,Boehringer Ingelheim,237,1,1,multi_experimental,18,zongertinib,FOLFOX;capecitabine;trastuzumab;trastuzumab deruxtecan;trastuzumab emtansine;zanidatamab;zongertinib,HER2,Small Molecule,HER2,0,1,1,0,0,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST) · ECOG 0
NCT06328738,"ELVN-002 With Trastuzumab +/- Chemotherapy in HER2+ Solid Tumors, Colorectal and Breast Cancer",PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,275,Enliven Therapeutics,Enliven Therapeutics,4,1,0,multi_experimental,13,elvn-002;trastuzumab,capecitabine;elvn-002;eribulin;fluorouracil;leucovorin;oxaliplatin;paclitaxel;trastuzumab,HER2,ADC,BRAF;HER2;MMR;MSI;dMMR,1,1,1,0,1,0,0,1,1,1,"HER2+, MSI-H/dMMR",metastatic · 1st-line · measurable (RECIST)
NCT06333314,Dostarlimab for Locally Advanced or Metastatic Cancer (Non-colorectal/Non-endometrial) With Tumor dMMR/MSI,PHASE2,Phase 2,RECRUITING,120,UNICANCER,UNICANCER,64,0,1,active_comparator,2,,dostarlimab,PD-1,Monoclonal Antibody,HER2;MMR;MSI;MSI-H;PD-L1;dMMR,1,0,1,0,1,1,0,1,0,1,"HER2+, MSI-H/dMMR, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0-1
NCT06337084,Diagnostic Efficacy and Dosimetry of MNPR-101-DFO*-89Zr in Patients With Solid Tumors,PHASE1,Phase 1,ACTIVE_NOT_RECRUITING,12,Monopar Therapeutics,Monopar Therapeutics,3,1,0,single_arm,1,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,diagnostic test: pet/ct diagnostic imaging;mnpr-101-dfo*-89zr,,Radiopharmaceutical,,0,1,0,0,0,0,0,0,0,0,,metastatic · measurable (RECIST)
NCT06346197,Combination of Immune Checkpoint in Locally Advanced or Metastatic MSI/dMMR Esogastric Adenocarcinomas,PHASE3,Phase 3,RECRUITING,132,Centre Leon Berard,Centre Leon Berard,30,0,0,active_comparator,2,CAPOX;folfox protocol;nivolumab,balstilimab;botensilimab,PD-1,Monoclonal Antibody,HER2;MET;MSI;MSI-H;PD-L1;dMMR,1,1,1,1,1,1,0,1,1,1,"HER2−, CLDN18.2+, MSI-H/dMMR, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST) · ECOG 0
NCT06346392,AZD0901 Compared With Investigator's Choice of Therapy in Participants With Second- or Later-line Advanced or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma Expressing Claudin18.2,PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,594,AstraZeneca,AstraZeneca,780,1,1,active_comparator,3,apatinib;docetaxel;irinotecan;paclitaxel;ramucirumab+ paclitaxel;trifluridine/tipiracil,azd0901,CLDN18.2,ADC,CLDN18.2;HER2,1,1,1,1,0,0,0,0,0,1,"HER2+, CLDN18.2+",metastatic · adenoca. · measurable (RECIST)
NCT06356311,A Study to Evaluate Sacituzumab Tirumotecan (MK-2870) in Advanced/Metastatic Gastroesophageal Adenocarcinoma (MK-2870-015),PHASE3,Phase 3,ACTIVE_NOT_RECRUITING,450,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,2,docetaxel;irinotecan;paclitaxel;supportive care measures;trifluridine-tipiracil,rescue medications;sacituzumab tirumotecan;supportive care measures,TROP-1,ADC,HER2;TROP-1;TROP2,1,1,1,0,0,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST)
NCT06374888,Nilatinib Maleate Tablets Combined With Capecitabine in the Treatment of HER2-positive Advanced Esophageal/Esophagogastric Junction/Gastric Adenocarcinoma With Brain Metastases,PHASE2,Phase 2,NOT_YET_RECRUITING,28,"Convalife (Shanghai) Co., Ltd.",Convalife (Shanghai),7,1,0,single_arm,1,neratinib maleate in combination with capecitabine,neratinib maleate in combination with capecitabine,HER2,Small Molecule,HER2,0,1,1,0,0,0,0,0,0,1,HER2+,metastatic · adenoca. · measurable (RECIST)
NCT06380816,A Phase I/II Trial of UCB4594 in Participants With Advanced Cancer,PHASE1;PHASE2,Phase 2,RECRUITING,167,Cancer Research UK,Cancer Research UK,16,0,0,multi_experimental,2,ucb4594,ucb4594,,,,0,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06395519,A Study of PARG Inhibitor ETX-19477 in Patients With Advanced Solid Malignancies,PHASE1;PHASE2,Phase 2,RECRUITING,120,"858 Therapeutics, Inc.",858 Therapeutics,1,1,0,multi_experimental,2,etx-19477,etx-19477,PARG,Small Molecule,,0,1,0,0,0,0,0,0,0,0,,metastatic · squamous · measurable (RECIST)
NCT06399757,A Study to Investigate APL-5125 in Adults With Advanced Solid Tumors,PHASE1;PHASE2,Phase 2,ACTIVE_NOT_RECRUITING,100,Apollo Therapeutics Ltd,Apollo Therapeutics,2,1,0,multi_experimental,2,apl-5125,apl-5125,,,KRAS,0,1,0,0,0,0,0,0,0,0,,metastatic · adenoca. · ECOG 1
NCT06427941,"A Phase 1/2 Study of BGB-B2033, Alone or in Combination With Tislelizumab With or Without Bevacizumab, in Participants With Advanced or Metastatic Solid Tumors",PHASE1;PHASE2,Phase 2,RECRUITING,630,BeOne Medicines,BeiGene/BeOne,149,1,0,multi_experimental,7,bgb-b2033,bevacizumab;bgb-b2033;tislelizumab,4-1BB/GPC3,Bispecific Antibody,GPC3,1,1,0,0,0,0,0,0,1,0,,metastatic · 2nd-line+ · squamous · measurable (RECIST)
NCT06445972,Substudy 06D: Combination Therapies in Second Line (2L) Gastroesophageal Adenocarcinoma (MK-3475-06D/Keymaker-U06),PHASE1;PHASE2,Phase 2,RECRUITING,210,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,paclitaxel;ramucirumab,her3-dxd;paclitaxel;ramucirumab;rescue medications;sacituzumab tirumotecan,VEGF/VEGFR,Monoclonal Antibody,BRAF;HER2;KRAS;MSI-H;TROP2,1,1,1,0,0,0,0,1,1,1,HER2+,metastatic · 1st-line · adenoca.
NCT06469944,Substudy 06C: A Study of Investigational Agents With Pembrolizumab (MK-3475) and Chemotherapy in Participants With First-Line Locally Advanced Unresectable/Metastatic Gastroesophageal Adenocarcinoma (MK-3475-06C/KEYMAKER-U06),PHASE1;PHASE2,Phase 2,RECRUITING,160,Merck Sharp & Dohme LLC,Merck (MSD),649,1,1,active_comparator,3,5-fluorouracil (5-fu);capecitabine;leucovorin;oxaliplatin;pembrolizumab,5-fluorouracil (5-fu);capecitabine;leucovorin;patritumab deruxtecan;pembrolizumab;sacituzumab tirumotecan (sac-tmt),PD-1,Monoclonal Antibody,HER2;PD-L1;TROP2,1,1,1,0,0,1,0,1,0,1,"HER2+, PD-L1+",metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06487221,Avutometinib and Defactinib in Diffuse Gastric Cancer,PHASE2,Phase 2,RECRUITING,27,"Ryan H. Moy, MD, PhD","Ryan H. Moy, MD, PhD",1,0,0,single_arm,1,avutometinib;defactinib,avutometinib;defactinib,MEK,Small Molecule,BRAF;KRAS,0,1,0,0,0,0,0,0,0,0,,metastatic · ductal · measurable (RECIST)
NCT06487429,Short Course Radiotherapy With Sequential Disitamab Vedotin Combined With S-1 and Sintilimab as Whole Course Neoadjuvant Therapy for HER2 Expressed Locally Progressive Gastric Cancer,PHASE2,Phase 2,RECRUITING,28,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",29,0,0,single_arm,1,short range radiotherapy with sequential disitamab vedotin combined with s-1 and xindilizumab,short range radiotherapy with sequential disitamab vedotin combined with s-1 and xindilizumab,HER2,ADC,HER2;PD-L1,1,1,1,0,0,1,0,0,0,1,"HER2+, PD-L1+",resectable · adenoca. · ECOG 0-1
NCT06500052,A Study of BL-M17D1 in Patients With Locally Advanced or Metastatic HER2 Positive/Lower Expression Gastrointestinal Cancer and Other Solid Tumors,PHASE1,Phase 1,RECRUITING,20,"Sichuan Baili Pharmaceutical Co., Ltd.",Sichuan Baili Pharmaceutical,127,1,0,single_arm,1,bl-m17d1,bl-m17d1,HER2,ADC,HER2,1,1,1,0,0,0,0,0,0,1,HER2+,metastatic · measurable (RECIST) · ECOG 0
NCT06504732,To Evaluate IAH0968 in Combination With CAPEOX in HER2-positive Gastric Cancer,PHASE2;PHASE3,Phase 3,RECRUITING,574,"SUNHO（China）BioPharmaceutical CO., Ltd.",SUNHO（China）BioPharmaceutical,14,1,0,active_comparator,2,trastuzumab injection,iah0968,HER2,Monoclonal Antibody,BRAF;HER2;KRAS;MMR;MSI;MSI-H;PD-L1;dMMR,1,1,1,0,1,1,0,0,0,1,"HER2+, MSI-H/dMMR, PD-L1+",metastatic · adenoca. · measurable (RECIST)
NCT06529822,Personalized Cancer Vaccine (PCV) Strategy in Patients With Solid Tumors and Molecular Residual Disease,PHASE1,Phase 1,RECRUITING,64,Washington University School of Medicine,Washington University School of Medicine,178,0,0,multi_experimental,4,device: signatera assay;poly iclc;synthetic long peptide personalized cancer vaccine,device: signatera assay;poly iclc;synthetic long peptide personalized cancer vaccine,,Vaccine,ALK;RET;ROS1,1,1,0,0,0,0,0,0,0,0,,metastatic · adenoca.
NCT06532006,A Phase Ⅲ Clinical Study of HLX22 in Combination With Trastuzumab and Chemotherapy for the Treatment of Gastroesophageal Junction and Gastric Cancer,PHASE3,Phase 3,RECRUITING,550,Shanghai Henlius Biotech,Shanghai Henlius,98,1,0,active_comparator,2,capecitabine;oxaliplatin;pembrolizumab;trastuzumab,capecitabine;hlx22;oxaliplatin;trastuzumab,HER2,Monoclonal Antibody,HER2,1,1,1,0,0,0,0,1,0,1,HER2+,metastatic · 1st-line · adenoca. · measurable (RECIST)
NCT06586957,A Study With NKT3964 for Adults With Advanced/Metastatic Solid Tumors,PHASE1,Phase 1,RECRUITING,150,"NiKang Therapeutics, Inc.",NiKang Therapeutics,5,1,0,multi_experimental,2,nkt3964,nkt3964,CDK2,Small Molecule,HER2,0,1,1,0,0,0,0,0,1,1,HER2+,metastatic · 2nd-line+ · adenoca.
